"open","high","low","volume","average_volume_2_weeks","average_volume","high_52_weeks","dividend_yield","float","low_52_weeks","market_cap","pb_ratio","pe_ratio","shares_outstanding","ceo","headquarters_city","headquarters_state","sector","industry","num_employees","year_founded","symbol"
276.27,283.62,276.0675,1880195,2167838.8,2167838.8,295.5525,NA,258868638.725,165.23,71918254260,10.6853,46.2465,259277000,"Reshma Kewalramani","Boston","Massachusetts","Health Technology","Biotechnology",3000,1989,"VRTX"
21.93,22.07,21.115,11257390,15854633.3,15854633.3,53.71,4.71281,539582246.85,10.1,13045920320,0.931486,8.36035,615373600,"Robert Marc Bakish","New York","New York","Consumer Services","Broadcasting",23990,1986,"VIAC"
193.54,198.29,192.7101,8357265,10547246.9,10547246.9,214.17,0.62234,1685269362.99,133.93,413582767276.347,14.1328,35.6421,2129016613.18,"Alfred F. Kelly","San Francisco","California","Finance","Finance/Rental/Leasing",19500,1958,"V"
39.26,39.34,37.6,2075449,4116711.8,4116711.8,68.85,6.68354,169652958.208,27.64,7242841600,1.29159,2.58368,191104000,"Steven Roth","New York","New York","Finance","Real Estate Investment Trusts",4008,1980,"VNO"
112.98,113.04,109.74,1106562,1612839.7,1612839.7,152.49,1.21962,132168204.962,65.56,14616740580,2.64164,24.1987,132434000,"J. Thomas Hill","Birmingham","Alabama","Non-Energy Minerals","Construction Materials",8767,1909,"VMC"
59.112,59.112,57.785,755536,1377434.5,1377434.5,79.92,0.75162,142634977.576,43.05,10389226120,1.91639,22.7782,178724000,"William Robert Berkley","Greenwich","Connecticut","Finance","Property/Casualty Insurance",7493,1967,"WRB"
64.23,64.61,61.1901,1143668,1228426.2,1228426.2,81.75,0.79169,179591332.998,35.07,11698967720,1.18181,26.314,190289000,"Rafael O. Santana","Pittsburgh","Pennsylvania","Producer Manufacturing","Trucks/Construction/Farm Machinery",27500,1869,"WAB"
123.67,124.94,123.17,8144988,11599695.4,11599695.4,133.38,1.7439,1391224850.9,100.6002,350500353000,4.6985,23.5565,2833700000,"C. Douglas McMillon","Bentonville","Arkansas","Retail Trade","Food Retail",2200000,1945,"WMT"
43.44,43.44,41.74,5938411,9152757.7,9152757.7,64.5,4.34061,728652266.36,36.65,36694112600,1.56482,10.8339,877220000,"Stefano Pessina","Deerfield","Illinois","Retail Trade","Drugstore Chains",342000,1901,"WBA"
121.71,121.98,116,18625658,23874020.6,23874020.6,153.41,1.74154,1798018958.64,79.07,210882022500,2.38269,40.8132,1806270000,"Robert Chapek","Burbank","California","Consumer Services","Movies/Entertainment",223000,1923,"DIS"
105.39,107.255,105.09,2681205,2357787,2357787,126.79,2.14567,421356934.425,85.34,44945662500,6.09954,25.7829,422025000,"James C. Fish","Houston","Texas","Industrial Services","Environmental Services",44900,1987,"WM"
199.35,200.93,197.0121,452263,648537.1,648537.1,245.68,NA,61595318.1606,154.39,12255446252,-36.4217,23.7766,61908700,"Christopher James O'Connell","Milford","Massachusetts","Health Technology","Medical Specialties",7500,1958,"WAT"
87.47,89.33,86.9,1705261,2136608.7,2136608.7,109.53,2.94529,314864378.085,68.01,28064251950,2.61945,23.3519,315435000,"Joseph Kevin Fletcher","Milwaukee","Wisconsin","Utilities","Electric Utilities",7509,1981,"WEC"
28.312,28.37,27.125,51604059,60915664.6,60915664.6,54.75,7.29875,4094506000,22,1.11602e+11,0.709512,9.869,4.1e+09,"Charles William Scharf","San Francisco","California","Finance","Major Banks",259800,1852,"WFC"
52.82,52.82,50.74,3907566,5427232.2,5427232.2,93.17,4.77308,416777635.28,24.27,21433371860,1.32259,49.7954,417479000,"Thomas J. DeRosa","Toledo","Ohio","Finance","Real Estate Investment Trusts",443,1970,"WELL"
202.99,209.09,202.99,754805,2366845.8,2366845.8,221.96,0.31076,73135414.8476,113.04,15164261266,10.1717,59.6248,73602200,"Eric Mark Green","Exton","Pennsylvania","Health Technology","Medical Specialties",8200,1923,"WST"
45.46,45.555,43.48,4323376,6103219.4,6103219.4,72,5.04159,291806875.66,27.4,13072957620,1.46284,NA,299701000,"David V. Goeckeler","San Jose","California","Electronic Technology","Computer Peripherals",61800,1970,"WDC"
20.47,20.69,20.02,8853580,6633616.6,6633616.6,28.445,4.54087,407604611.04,17.39,8374243900,-55.6928,7.98003,410905000,"Hikmet Ersek","Denver","Colorado","Finance","Finance/Rental/Leasing",11500,1851,"WU"
29.335,29.38,28.05,3498830,3745109.3,3745109.3,44.39,2.96296,255167585.67,21.5,7484691850,0.609489,8.22143,259255000,"Steven C. Voorhees","Atlanta","Georgia","Process Industries","Containers/Packaging",51100,1953,"WRK"
22.08,22.13,21.15,5637247,6813870.7,6813870.7,31.58,6.21856,743971859.236,13.1,15998656640,1.94815,43.4067,746206000,"Devin W. Stockfish","Seattle","Washington","Finance","Real Estate Investment Trusts",9400,1900,"WY"
128.96,129.0234,121.51,992040,923078.2,923078.2,163.64,3.82318,60569362.4422,64,7563384377,2.54382,9.28171,62163100,"Marc Robert Bitzer","Benton Harbor","Michigan","Consumer Durables","Electronics/Appliances",77000,1898,"WHR"
20.67,20.75,19.895,10025211,10072335.3,10072335.3,29.06,7.83162,1209636831.6,8.41,24215472000,2.01166,184.054,1213200000,"Alan S. Armstrong","Tulsa","Oklahoma","Industrial Services","Oil & Gas Pipelines",4812,1908,"WMB"
207.77,208.725,202.83,560894,906803.9,906803.9,220.97,1.34887,127814250.24,143.34,26474558400,2.52925,24.6842,128736000,"John J. Haley","London","Greater London","Finance","Insurance Brokers/Services",46600,1828,"WLTW"
87.04,87.44,82.61,5034540,6609550.3,6609550.3,153.41,5.02071,92302971.204,35.84,8974617600,7.37329,NA,107868000,"Matthew O. Maddox","Las Vegas","Nevada","Consumer Services","Casinos/Gaming",30200,2002,"WYNN"
62.34,64.125,62.34,2636116,3507792.3,3507792.3,72.14,2.8169,523881811.635,46.58,33607106290,2.41006,23.6081,525029000,"Benjamin G. S. Fowke","Minneapolis","Minnesota","Utilities","Electric Utilities",11273,1909,"XEL"
18.02,18.1,16.78,4852482,3439730.3,3439730.3,39.47,5.73723,203756223.89,14.22,3579437350,0.687863,6.66259,212935000,"John Visentin","Norwalk","Connecticut","Electronic Technology","Computer Peripherals",27000,2019,"XRX"
90.41,90.98,88.48,2085686,2956920.2,2956920.2,133,1.72082,242753948.486,67.68,21677803150,9.3025,28.4074,243161000,"Victor Peng","San Jose","California","Electronic Technology","Semiconductors",4891,1984,"XLNX"
69.39,69.44,67.57,1297666,1379257.3,1379257.3,89.34,1.51031,178624469.705,54.62,12263006400,4.40537,34.6326,179915000,"Patrick K. Decker","Rye Brook","New York","Producer Manufacturing","Industrial Machinery",16300,2011,"XYL"
90.64,91.3,88.23,4065885,3144409.3,3144409.3,119.72,2.13515,300483654.366,54.95,27344578100,-3.3008,24.5648,300986000,"David W. Gibbs","Louisville","Kentucky","Consumer Services","Restaurants",34000,1997,"YUM"
258.24,263.29,256.915,332210,466506.2,466506.2,263.29,NA,52572735.7932,150.06,13666839672,7.8649,26.9568,53091600,"Anders Gustafsson","Lincolnshire","Illinois","Electronic Technology","Computer Peripherals",8200,1969,"ZBRA"
129.83,130.36,127.7249,956618,1800971.9,1800971.9,161.11,0.75746,206637385.608,74.37,26468587980,2.20647,69.9525,206802000,"Bryan C. Hanson","Warsaw","Indiana","Health Technology","Medical Specialties",19900,1927,"ZBH"
35.03,35.31,33.7,3296225,3174154.6,3174154.6,52.48,4.12997,161514840.712,23.58,5574585240,0.781298,10.3959,163862000,"Harris H. Simmons","Salt Lake City","Utah","Finance","Regional Banks",10188,1955,"ZION"
137.955,140.23,137.665,2361899,2496417.3,2496417.3,146.26,0.61326,474473183.115,90.14,65594101510,22.9072,38.9252,474941000,"Kristin C. Peck","Parsippany","New Jersey","Health Technology","Pharmaceuticals: Generic",10600,1952,"ZTS"
